t,S,I,R
11.408497086688158,83.0,137.0,280.0
11.409169944964924,83.0,136.0,281.0
11.415309290759993,82.0,137.0,281.0
11.435570394838773,81.0,138.0,281.0
11.439242713773234,80.0,139.0,281.0
11.439550788128766,80.0,138.0,282.0
11.478852987627118,79.0,139.0,282.0
11.49063488456103,78.0,140.0,282.0
11.492399627456821,77.0,141.0,282.0
11.508442951546263,77.0,140.0,283.0
11.53424549904523,76.0,141.0,283.0
11.538081005802184,76.0,140.0,284.0
11.553174493720887,75.0,141.0,284.0
11.597037248192724,75.0,140.0,285.0
11.617341656152764,75.0,139.0,286.0
11.618522929623763,75.0,138.0,287.0
11.627658821151142,75.0,137.0,288.0
11.634430424766721,74.0,138.0,288.0
11.638686704144584,74.0,137.0,289.0
11.638887536269095,73.0,138.0,289.0
11.640239603034486,73.0,137.0,290.0
11.641744370196331,73.0,136.0,291.0
11.64832122829147,73.0,135.0,292.0
11.652782900310575,72.0,136.0,292.0
11.689539351146562,72.0,135.0,293.0
11.702732952324865,72.0,134.0,294.0
11.711897627270288,72.0,133.0,295.0
11.71202397959413,71.0,134.0,295.0
11.736908745122664,71.0,133.0,296.0
11.737173940658938,71.0,132.0,297.0
11.777110290917328,71.0,131.0,298.0
11.787524262253887,71.0,130.0,299.0
11.78818557420203,71.0,129.0,300.0
11.789428557460267,71.0,128.0,301.0
11.799769942620749,71.0,127.0,302.0
11.804413094186849,70.0,128.0,302.0
11.806084421177118,70.0,127.0,303.0
11.828097948479959,70.0,126.0,304.0
11.82985398150546,70.0,125.0,305.0
11.839086362040625,70.0,124.0,306.0
11.885544822990813,69.0,125.0,306.0
11.89002195085728,69.0,124.0,307.0
11.895921938154123,69.0,123.0,308.0
11.896131776651975,68.0,124.0,308.0
11.903681668465554,68.0,123.0,309.0
11.910130968464662,68.0,122.0,310.0
11.944742822316092,68.0,121.0,311.0
11.94690931816945,68.0,120.0,312.0
11.968002829259934,67.0,121.0,312.0
11.987971751648896,67.0,120.0,313.0
12.007825084457787,66.0,121.0,313.0
12.009575573137967,66.0,120.0,314.0
12.017765242995296,66.0,119.0,315.0
12.024813145019987,66.0,118.0,316.0
12.027241213227313,66.0,117.0,317.0
12.05777041850661,66.0,116.0,318.0
12.069614157420343,66.0,115.0,319.0
12.072063338168183,66.0,114.0,320.0
12.07211395347122,66.0,113.0,321.0
12.07786116200241,66.0,112.0,322.0
12.106623854622262,66.0,111.0,323.0
12.112639930580658,66.0,110.0,324.0
12.122026745767789,66.0,109.0,325.0
12.178108835805128,66.0,108.0,326.0
12.195368268524511,66.0,107.0,327.0
12.201729701915967,66.0,106.0,328.0
12.206954708900852,65.0,107.0,328.0
12.212219879621282,65.0,106.0,329.0
12.253678798202156,64.0,107.0,329.0
12.302560674181937,64.0,106.0,330.0
12.354747369133994,64.0,105.0,331.0
12.41859334890912,63.0,106.0,331.0
12.418725363571848,63.0,105.0,332.0
12.458877483785281,62.0,106.0,332.0
12.459781284819481,62.0,105.0,333.0
12.489789964091516,62.0,104.0,334.0
12.530692066288012,61.0,105.0,334.0
12.570541304453048,61.0,104.0,335.0
12.58623506767983,61.0,103.0,336.0
12.59591804836782,61.0,102.0,337.0
12.614870741191726,61.0,101.0,338.0
12.623035478171051,61.0,100.0,339.0
12.66652169945584,61.0,99.0,340.0
12.667147681670775,61.0,98.0,341.0
12.669737630172422,61.0,97.0,342.0
12.66988444441345,60.0,98.0,342.0
12.685197425455161,59.0,99.0,342.0
12.733406070048952,59.0,98.0,343.0
12.747239615246016,59.0,97.0,344.0
12.804402811609414,58.0,98.0,344.0
12.813466031819745,57.0,99.0,344.0
12.861071061263356,57.0,98.0,345.0
12.870531679119695,57.0,97.0,346.0
12.903993994601908,56.0,98.0,346.0
12.914611130630352,55.0,99.0,346.0
12.95788630402945,54.0,100.0,346.0
12.958163076838686,53.0,101.0,346.0
12.96609055957753,53.0,100.0,347.0
13.025785227721418,53.0,99.0,348.0
13.036923920680666,53.0,98.0,349.0
13.055685308382447,52.0,99.0,349.0
13.115359084979618,52.0,98.0,350.0
13.128116076417024,52.0,97.0,351.0
13.133922890193698,52.0,96.0,352.0
13.177412301854385,52.0,95.0,353.0
13.181539299107557,52.0,94.0,354.0
13.199726408672015,52.0,93.0,355.0
13.275868598514394,52.0,92.0,356.0
13.283936319737174,51.0,93.0,356.0
13.29913853086651,51.0,92.0,357.0
13.3033817032344,51.0,91.0,358.0
13.303758641088846,51.0,90.0,359.0
13.335680529333017,51.0,89.0,360.0
13.361427047029405,51.0,88.0,361.0
13.379698100320814,51.0,87.0,362.0
13.405785587221366,51.0,86.0,363.0
13.478830188898387,50.0,87.0,363.0
13.55198980851095,50.0,86.0,364.0
13.5970943199512,50.0,85.0,365.0
13.600397927365806,49.0,86.0,365.0
13.623121586511656,49.0,85.0,366.0
13.638444764037946,49.0,84.0,367.0
13.646452084058007,49.0,83.0,368.0
13.654351331374405,49.0,82.0,369.0
13.657594794819685,48.0,83.0,369.0
13.788961131366673,47.0,84.0,369.0
13.841113096400692,47.0,83.0,370.0
13.859555966448731,47.0,82.0,371.0
13.863989431374833,47.0,81.0,372.0
13.881073703618231,47.0,80.0,373.0
13.899542592017749,47.0,79.0,374.0
13.918523715068787,47.0,78.0,375.0
13.930978803064114,47.0,77.0,376.0
13.936619705068146,47.0,76.0,377.0
13.944692738288111,46.0,77.0,377.0
13.992895514417178,46.0,76.0,378.0
14.003882711519301,46.0,75.0,379.0
14.04830777477626,46.0,74.0,380.0
14.161406652747901,46.0,73.0,381.0
14.257644400858574,46.0,72.0,382.0
14.258281492500577,46.0,71.0,383.0
14.2856651366133,46.0,70.0,384.0
14.2970991697509,46.0,69.0,385.0
14.305484984636852,45.0,70.0,385.0
14.316868383790654,45.0,69.0,386.0
14.34856976714469,45.0,68.0,387.0
14.355065447846343,45.0,67.0,388.0
14.399799736981217,45.0,66.0,389.0
14.500261199118597,45.0,65.0,390.0
14.508933687493904,44.0,66.0,390.0
14.526047216301054,44.0,65.0,391.0
14.607356826108807,44.0,64.0,392.0
14.642892902184578,44.0,63.0,393.0
14.648881063523548,43.0,64.0,393.0
14.65694227630169,43.0,63.0,394.0
14.703121403598153,43.0,62.0,395.0
14.725521784577225,42.0,63.0,395.0
14.756091270420628,42.0,62.0,396.0
14.810141517329392,42.0,61.0,397.0
14.90064384195317,42.0,60.0,398.0
14.925376943420002,42.0,59.0,399.0
14.946549799900009,41.0,60.0,399.0
14.953669906662554,41.0,59.0,400.0
14.972852369582498,41.0,58.0,401.0
15.04399756843956,41.0,57.0,402.0
15.089782956967431,40.0,58.0,402.0
15.100342661856217,40.0,57.0,403.0
15.165289307932468,40.0,56.0,404.0
15.177845326526933,40.0,55.0,405.0
15.20569191004784,40.0,54.0,406.0
15.266289009901657,40.0,53.0,407.0
15.282072477435934,39.0,54.0,407.0
15.388196145074879,39.0,53.0,408.0
15.423474507056921,39.0,52.0,409.0
15.435052479598019,39.0,51.0,410.0
15.495045940453956,39.0,50.0,411.0
15.516265595923421,38.0,51.0,411.0
15.524531864426583,38.0,50.0,412.0
15.53068179609198,38.0,49.0,413.0
15.55411899369157,38.0,48.0,414.0
15.57127494260742,38.0,47.0,415.0
15.623621737613245,38.0,46.0,416.0
15.626797522068768,38.0,45.0,417.0
15.6313277521076,38.0,44.0,418.0
15.641037558288884,38.0,43.0,419.0
15.676787570664763,38.0,42.0,420.0
15.778852823976518,38.0,41.0,421.0
15.881923404444704,38.0,40.0,422.0
15.95444966597719,38.0,39.0,423.0
16.03666990191231,38.0,38.0,424.0
16.07872686873194,38.0,37.0,425.0
16.120598747033053,38.0,36.0,426.0
16.294956811848305,38.0,35.0,427.0
16.32576140299969,38.0,34.0,428.0
16.34088126819325,37.0,35.0,428.0
16.360091856082295,37.0,34.0,429.0
16.36114210520379,37.0,33.0,430.0
16.699546612030847,37.0,32.0,431.0
16.758192489598258,37.0,31.0,432.0
16.788563359613246,37.0,30.0,433.0
16.78874060998235,37.0,29.0,434.0
16.863195451239,36.0,30.0,434.0
16.86385592831578,35.0,31.0,434.0
16.88719386203057,35.0,30.0,435.0
17.046808549442172,34.0,31.0,435.0
17.103263114523443,34.0,30.0,436.0
17.133532958197954,34.0,29.0,437.0
17.14431877880411,34.0,28.0,438.0
17.170016906293707,34.0,27.0,439.0
17.273585689068383,34.0,26.0,440.0
17.335381046455886,34.0,25.0,441.0
17.336097580456048,34.0,24.0,442.0
17.429158052789127,34.0,23.0,443.0
17.515682376011128,34.0,22.0,444.0
17.567507469564948,34.0,21.0,445.0
17.57444869914462,34.0,20.0,446.0
17.61804141549325,34.0,19.0,447.0
17.70936211994406,34.0,18.0,448.0
17.905740792104325,34.0,17.0,449.0
17.907676043530238,34.0,16.0,450.0
17.92885951635066,33.0,17.0,450.0
18.120424429728235,33.0,16.0,451.0
18.136925619755957,33.0,15.0,452.0
18.397033473266813,33.0,14.0,453.0
18.41590603839839,33.0,13.0,454.0
18.55260655906753,32.0,14.0,454.0
18.611464147376335,32.0,13.0,455.0
19.02733576164201,32.0,12.0,456.0
19.151756686532327,32.0,11.0,457.0
19.181120370655997,32.0,10.0,458.0
19.360697591819672,32.0,9.0,459.0
19.406862965731037,32.0,8.0,460.0
19.874703427736378,32.0,7.0,461.0
20.176153467939685,31.0,8.0,461.0
20.74043864801348,31.0,7.0,462.0
21.413335433826987,31.0,6.0,463.0
21.892195546903704,31.0,5.0,464.0
21.946458259407045,31.0,4.0,465.0
22.355972313718254,30.0,5.0,465.0
22.4032228356601,30.0,4.0,466.0
23.90699343445286,30.0,3.0,467.0
24.33663648326753,30.0,2.0,468.0
25.214220691979584,29.0,3.0,468.0
25.935684891205458,28.0,4.0,468.0
26.25382250498294,28.0,3.0,469.0
26.787783158194625,28.0,2.0,470.0
27.330372519886048,28.0,1.0,471.0
